student_id,domain,gender,age,10th_marks,12th_marks,graduation_marks,backlogs,internship_done,projects_count,certifications_count,communication_skills,leadership_skills,teamwork_skills,problem_solving_skills,interest_area,python_score,java_score,cpp_score,javascript_score,sql_score,machine_learning_score,data_structures_score,networking_score,cloud_computing_score,cybersecurity_score,web_dev_score,devops_score,circuit_design_score,embedded_c_score,pcb_design_score,matlab_score,vhdl_verilog_score,iot_score,signal_processing_score,microcontrollers_score,robotics_score,communication_systems_score,power_electronics_score,cad_tools_score,cad_design_score,thermodynamics_score,fluid_mechanics_score,manufacturing_processes_score,strength_of_materials_score,autocad_score,ansys_score,robotics_automation_score,quality_management_score,automobile_engineering_score,cnc_programming_score,lean_manufacturing_score,accounting_score,financial_modeling_score,ms_excel_score,marketing_score,business_strategy_score,statistics_score,communication_score,data_analysis_score,erp_knowledge_score,supply_chain_score,hr_management_score,entrepreneurship_score,recommended_career
S1896,CS/IT,Male,23,50,48,51,3,1,4,2,7,4,5,5,Cloud & DevOps,10,5,7,7,3,9,10,3,8,4,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S1897,CS/IT,Male,25,52,46,45,1,1,4,2,5,6,5,7,Networking,8,3,7,5,10,7,8,4,3,3,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1898,Mechanical,Prefer not to say,18,50,45,45,2,1,3,2,4,5,6,5,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,8,3,7,6,6,4,4,10,4,2,9,6,,,,,,,,,,,,,Robotics & Automation Engineer
S1899,CS/IT,Female,25,50,45,45,2,1,3,1,4,6,2,2,Cloud & DevOps,5,4,4,1,6,5,4,9,5,8,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S1900,Commerce,Prefer not to say,24,50,47,53,3,1,2,1,3,4,5,7,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,8,10,4,9,8,3,8,4,7,Entrepreneur/Startup Founder
S1901,CS/IT,Male,19,50,48,45,3,0,5,3,3,5,6,6,Web Development,9,7,6,6,1,3,10,5,8,2,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1902,Electronics,Female,24,50,45,48,3,1,5,2,5,4,7,7,VLSI,,,,,,,,,,,,,4,10,4,6,4,7,6,6,9,3,6,3,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S1903,Mechanical,Prefer not to say,24,50,47,45,4,0,2,1,7,3,4,7,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,4,9,10,6,4,3,9,6,3,3,5,5,,,,,,,,,,,,,Thermal Engineer
S1904,Electronics,Female,25,53,45,45,3,1,4,2,7,6,5,7,Robotics,,,,,,,,,,,,,9,8,5,2,10,3,9,3,4,6,7,10,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1905,Commerce,Female,19,50,46,48,2,1,4,2,4,3,3,5,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,5,5,6,7,6,7,7,8,5,3,Supply Chain Manager
S1906,CS/IT,Female,18,50,45,45,2,1,3,3,6,6,5,6,Web Development,8,6,3,2,4,5,5,6,10,3,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1907,Electronics,Female,22,50,45,45,1,0,3,2,2,3,4,7,Hardware Design,,,,,,,,,,,,,10,3,3,6,7,4,8,1,4,6,5,8,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1908,Commerce,Female,21,50,45,45,5,0,2,1,4,3,2,6,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,6,3,10,5,2,6,5,3,4,6,Business Analyst
S1909,Commerce,Female,23,50,45,47,2,1,3,2,5,2,3,6,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,7,10,6,3,6,6,7,4,4,6,Marketing Manager
S1910,Mechanical,Male,21,50,45,46,3,1,4,1,6,4,6,3,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,8,8,7,6,5,4,8,3,4,,,,,,,,,,,,,Mechanical Design Engineer
S1911,Mechanical,Male,18,50,45,45,3,0,4,3,3,3,5,3,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,2,2,4,10,6,5,5,2,7,1,9,8,,,,,,,,,,,,,Manufacturing Engineer
S1912,Electronics,Male,23,50,45,47,2,1,5,1,5,6,4,5,Hardware Design,,,,,,,,,,,,,9,9,8,1,3,6,5,7,2,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1913,CS/IT,Female,25,50,45,45,3,0,4,3,4,4,3,5,Cloud & DevOps,8,6,3,10,9,2,1,5,4,3,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1914,Electronics,Prefer not to say,24,50,45,50,4,1,2,3,2,2,6,4,Signal Processing,,,,,,,,,,,,,6,4,6,9,6,2,10,6,3,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S1915,CS/IT,Female,25,50,54,48,2,1,2,1,7,5,6,7,Web Development,10,7,5,4,1,8,9,6,6,7,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S1916,Mechanical,Male,18,50,45,45,4,1,4,3,7,6,6,4,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,7,8,10,6,5,3,8,2,6,6,6,4,,,,,,,,,,,,,Thermal Engineer
S1917,CS/IT,Male,18,50,56,47,1,1,5,2,6,7,3,5,Web Development,7,7,7,6,7,9,10,4,6,8,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S1918,Commerce,Female,23,50,46,45,1,1,3,3,5,7,6,5,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,7,4,8,6,8,6,6,6,6,3,Business Analyst
S1919,CS/IT,Female,18,50,45,52,4,1,5,3,3,6,5,4,Coding,10,9,7,3,5,3,10,2,7,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1920,Electronics,Prefer not to say,23,50,49,45,4,0,4,1,4,6,3,6,Hardware Design,,,,,,,,,,,,,4,8,4,9,1,6,3,8,7,7,2,8,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S1921,Commerce,Male,19,50,45,49,1,1,5,3,7,2,4,4,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,7,9,1,5,4,8,6,4,10,Entrepreneur/Startup Founder
S1922,Electronics,Female,23,50,45,46,2,0,3,1,4,4,5,6,Hardware Design,,,,,,,,,,,,,6,10,7,1,3,7,4,8,4,8,4,5,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S1923,Electronics,Female,23,50,45,45,3,0,4,3,2,3,2,3,VLSI,,,,,,,,,,,,,10,3,4,5,8,6,5,5,4,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1924,Mechanical,Female,19,50,45,45,1,0,2,3,5,5,7,4,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,4,6,4,9,8,3,5,2,8,7,3,10,,,,,,,,,,,,,Quality Control Engineer
S1925,CS/IT,Prefer not to say,21,50,45,45,2,0,3,1,2,3,2,3,Web Development,6,7,3,5,1,4,7,8,9,1,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1926,Mechanical,Male,24,50,47,61,0,1,4,2,5,3,8,4,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,7,5,8,7,10,10,9,5,6,2,7,7,,,,,,,,,,,,,Mechanical Design Engineer
S1927,CS/IT,Male,20,50,45,45,2,0,5,2,2,5,5,5,Coding,10,4,2,6,7,8,5,3,6,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S1928,Mechanical,Female,19,50,51,48,2,0,5,1,5,4,4,6,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,10,6,7,7,3,10,4,4,4,3,7,2,,,,,,,,,,,,,CAD/CAM Engineer
S1929,Mechanical,Male,25,50,47,48,1,1,4,3,5,3,8,8,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,10,6,5,5,7,10,9,6,5,3,8,8,,,,,,,,,,,,,Mechanical Design Engineer
S1930,Mechanical,Prefer not to say,24,50,45,45,4,1,5,1,2,3,6,2,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2,7,4,4,3,7,7,3,10,7,,,,,,,,,,,,,Robotics & Automation Engineer
S1931,Mechanical,Prefer not to say,23,50,48,45,1,1,5,2,4,2,3,5,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,5,7,5,6,4,5,2,7,7,3,6,5,,,,,,,,,,,,,Robotics & Automation Engineer
S1932,Commerce,Male,20,51,45,51,1,1,3,2,5,6,5,4,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,3,9,10,3,7,5,8,4,3,10,Entrepreneur/Startup Founder
S1933,CS/IT,Male,21,50,45,48,1,0,5,2,6,4,2,3,Coding,10,10,6,5,1,7,8,1,5,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1934,Electronics,Male,20,50,45,45,3,1,4,1,4,4,5,4,Embedded Systems,,,,,,,,,,,,,8,9,9,4,2,6,4,10,5,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1935,CS/IT,Prefer not to say,21,50,45,45,5,0,1,2,5,2,6,6,Networking,4,1,6,7,7,2,2,5,6,4,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1936,Commerce,Male,22,50,45,53,3,0,5,3,3,5,4,5,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,2,8,2,6,5,10,8,3,5,Supply Chain Manager
S1937,CS/IT,Prefer not to say,20,50,45,50,3,0,5,1,6,4,5,6,Coding,6,2,3,9,9,6,5,4,5,3,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1938,Electronics,Prefer not to say,20,56,56,45,1,1,2,3,3,6,4,3,IoT,,,,,,,,,,,,,6,8,9,4,3,5,4,9,3,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1939,CS/IT,Female,20,50,45,45,3,1,5,1,4,6,6,6,Web Development,7,1,4,4,9,8,8,1,7,7,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1940,CS/IT,Prefer not to say,18,50,51,45,3,1,3,3,3,5,6,7,Cloud & DevOps,7,9,6,3,6,3,8,4,3,6,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1941,Electronics,Male,19,50,45,45,1,1,5,1,3,3,5,4,Telecommunications,,,,,,,,,,,,,8,8,4,7,1,7,5,8,3,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S1942,Commerce,Male,24,50,45,45,3,1,2,1,2,4,3,3,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,9,8,4,7,2,3,3,1,5,Marketing Manager
S1943,Mechanical,Female,21,50,45,52,2,0,3,3,7,4,3,7,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,9,7,6,4,6,1,4,7,5,10,5,5,,,,,,,,,,,,,Automobile Engineer
S1944,Mechanical,Male,25,50,45,45,3,1,4,1,4,5,5,6,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,7,3,3,7,7,9,5,4,3,4,6,8,,,,,,,,,,,,,CAD/CAM Engineer
S1945,Mechanical,Female,25,51,45,52,3,1,4,3,6,2,7,3,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,10,8,5,6,3,4,4,5,7,8,6,4,,,,,,,,,,,,,Automobile Engineer
S1946,CS/IT,Prefer not to say,19,50,45,45,1,1,2,1,4,4,3,4,Databases,7,7,7,4,4,4,10,3,6,4,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1947,Mechanical,Prefer not to say,19,52,57,48,2,1,5,3,3,7,4,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,10,4,7,6,5,9,6,8,7,,,,,,,,,,,,,Manufacturing Engineer
S1948,Electronics,Female,21,50,45,45,1,0,3,3,3,6,6,4,Embedded Systems,,,,,,,,,,,,,3,7,5,8,4,7,3,5,10,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S1949,Commerce,Female,20,50,45,45,1,0,5,1,6,6,4,3,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,9,9,3,7,4,5,3,8,10,Entrepreneur/Startup Founder
S1950,Electronics,Female,18,50,49,45,2,1,3,1,4,6,6,4,IoT,,,,,,,,,,,,,7,10,6,8,3,6,2,7,7,2,5,5,,,,,,,,,,,,,,,,,,,,,,,,,Robotics Engineer
S1951,CS/IT,Prefer not to say,22,50,45,45,3,1,2,1,4,3,3,5,Networking,9,3,5,7,5,5,1,9,8,5,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1952,Commerce,Male,25,50,46,47,4,1,4,3,5,4,4,6,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,2,8,9,4,10,3,6,2,3,4,Marketing Manager
S1953,CS/IT,Male,22,50,45,49,2,1,4,3,5,3,5,7,AI & ML,10,3,3,7,5,10,10,6,7,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S1954,CS/IT,Male,24,55,46,51,2,1,5,2,3,7,6,7,AI & ML,6,4,6,7,8,6,4,8,7,6,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1955,Commerce,Female,21,50,45,45,4,0,3,2,6,3,2,4,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,7,4,2,8,7,9,7,3,4,3,Data Analyst (Business)
S1956,Electronics,Female,24,50,45,45,1,1,4,2,6,3,5,6,Embedded Systems,,,,,,,,,,,,,4,4,4,10,2,3,7,6,7,8,3,4,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S1957,Electronics,Female,21,50,46,45,1,1,2,3,6,5,5,4,Signal Processing,,,,,,,,,,,,,8,8,7,3,6,7,7,10,4,1,6,4,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1958,Commerce,Male,25,51,45,45,1,0,5,1,6,4,5,7,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,6,6,9,7,5,9,5,4,6,3,Business Analyst
S1959,CS/IT,Female,22,50,45,45,4,0,4,2,6,6,3,6,Coding,6,3,2,7,1,4,3,8,10,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1960,CS/IT,Female,23,50,45,55,3,1,2,2,7,7,7,8,Web Development,6,7,7,9,8,7,6,4,4,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1961,Electronics,Female,25,50,45,48,4,0,2,1,4,2,5,4,Embedded Systems,,,,,,,,,,,,,8,6,9,3,4,5,3,8,6,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1962,Electronics,Female,19,50,45,45,2,0,5,2,5,5,7,4,IoT,,,,,,,,,,,,,10,8,5,1,3,6,7,9,6,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1963,CS/IT,Prefer not to say,19,56,54,57,1,1,5,1,5,6,7,6,Databases,8,4,4,10,9,5,6,7,6,4,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1964,Commerce,Female,20,50,45,49,4,0,3,1,4,2,6,3,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,4,8,3,8,8,7,1,2,7,5,HR Manager
S1965,Mechanical,Female,20,50,45,49,1,1,2,1,2,5,4,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,7,8,6,2,4,6,5,6,4,10,4,3,,,,,,,,,,,,,Automobile Engineer
S1966,Mechanical,Female,18,50,45,45,1,1,2,2,5,2,6,3,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,8,2,7,4,6,9,5,3,6,5,4,4,,,,,,,,,,,,,Mechanical Design Engineer
S1967,Mechanical,Female,19,50,45,50,4,0,3,3,4,7,4,7,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,3,7,5,7,7,7,4,5,10,4,5,8,,,,,,,,,,,,,Quality Control Engineer
S1968,Electronics,Prefer not to say,18,50,45,45,2,0,4,2,6,3,6,4,IoT,,,,,,,,,,,,,2,3,1,9,3,4,10,7,4,9,3,2,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S1969,Commerce,Female,21,50,45,45,1,0,3,3,2,2,5,3,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,8,3,8,7,1,3,7,9,5,5,Supply Chain Manager
S1970,Commerce,Prefer not to say,20,50,45,45,5,1,3,2,5,4,6,5,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,8,6,1,8,4,1,5,7,5,HR Manager
S1971,Commerce,Female,21,50,45,51,3,0,5,2,7,5,5,7,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,8,5,3,8,6,3,5,5,3,6,Financial Analyst
S1972,Commerce,Female,23,50,45,45,3,1,4,1,4,2,4,3,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,8,9,6,7,1,3,4,3,6,Marketing Manager
S1973,Mechanical,Male,22,50,45,45,4,0,5,3,6,4,3,6,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,8,6,2,5,4,7,6,8,6,,,,,,,,,,,,,Manufacturing Engineer
S1974,Commerce,Prefer not to say,22,50,53,54,2,1,4,3,3,7,5,6,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,10,1,8,8,6,10,8,7,5,5,Data Analyst (Business)
S1975,Electronics,Female,22,50,45,46,1,0,2,2,7,5,3,7,Embedded Systems,,,,,,,,,,,,,5,7,7,3,4,8,5,9,5,7,5,3,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S1976,Commerce,Male,21,59,45,45,2,1,2,1,6,7,4,6,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,8,8,10,3,9,3,8,6,2,9,Entrepreneur/Startup Founder
S1977,Commerce,Prefer not to say,19,50,45,45,2,1,2,2,3,1,4,2,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,10,6,1,7,1,8,8,4,1,3,Data Analyst (Business)
S1978,Electronics,Prefer not to say,18,50,49,51,1,1,5,2,4,3,5,5,Hardware Design,,,,,,,,,,,,,9,8,5,7,2,2,7,8,4,6,8,1,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1979,Electronics,Female,18,50,46,45,1,1,3,2,6,2,3,3,VLSI,,,,,,,,,,,,,6,6,3,5,6,10,1,6,4,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S1980,CS/IT,Female,23,50,45,45,3,0,4,2,2,2,2,5,Web Development,4,7,3,7,6,4,7,4,2,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1981,CS/IT,Male,18,50,49,45,3,1,2,3,6,4,2,3,Databases,10,7,6,3,4,6,10,5,2,2,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1982,Mechanical,Prefer not to say,21,50,57,55,4,1,4,3,5,3,5,8,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,9,3,7,4,9,10,6,8,6,8,4,5,,,,,,,,,,,,,Mechanical Design Engineer
S1983,Mechanical,Male,22,50,45,45,5,1,2,3,6,2,4,2,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,8,5,6,6,1,3,9,1,2,,,,,,,,,,,,,Automobile Engineer
S1984,Mechanical,Female,18,50,53,46,1,1,2,3,3,3,3,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,9,1,6,4,9,10,9,6,8,5,2,3,,,,,,,,,,,,,Mechanical Design Engineer
S1985,Mechanical,Male,25,52,45,45,2,1,3,3,3,5,5,5,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,9,6,7,4,4,10,2,7,8,,,,,,,,,,,,,Quality Control Engineer
S1986,Commerce,Prefer not to say,23,50,54,45,2,1,4,1,7,4,7,7,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,8,2,7,10,7,8,8,5,5,3,Data Analyst (Business)
S1987,Commerce,Male,23,50,45,49,1,1,5,3,4,3,3,7,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,8,5,6,7,6,3,5,7,5,5,Financial Analyst
S1988,Electronics,Female,22,50,45,45,3,0,4,1,2,2,2,6,IoT,,,,,,,,,,,,,7,3,2,6,9,4,6,5,5,3,6,8,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1989,Mechanical,Male,22,50,45,45,4,0,5,3,4,4,4,7,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,7,6,4,9,4,6,6,9,2,1,8,8,,,,,,,,,,,,,Robotics & Automation Engineer
S1990,Commerce,Female,21,50,45,48,1,0,5,2,3,5,6,6,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,4,7,7,5,8,8,3,3,8,6,Marketing Manager
S1991,Mechanical,Female,18,50,45,45,4,0,2,1,3,3,5,3,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,1,6,4,10,4,4,5,6,6,5,10,9,,,,,,,,,,,,,Manufacturing Engineer
S1992,Electronics,Female,24,50,48,47,3,0,2,3,3,4,3,5,Telecommunications,,,,,,,,,,,,,6,9,6,5,8,3,2,10,4,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1993,Mechanical,Prefer not to say,20,56,45,45,3,1,4,2,6,7,6,8,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,8,4,7,4,7,8,6,8,10,,,,,,,,,,,,,Manufacturing Engineer
S1994,Electronics,Prefer not to say,23,50,51,48,4,0,2,3,6,3,5,5,Robotics,,,,,,,,,,,,,7,4,3,9,6,7,9,3,6,7,6,2,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S1995,Commerce,Prefer not to say,23,50,45,45,4,0,2,2,2,3,2,5,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,1,4,5,10,5,5,2,9,3,HR Manager
S1996,Commerce,Prefer not to say,25,50,45,45,4,1,3,3,5,7,6,5,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,5,7,9,4,5,3,7,6,8,7,Entrepreneur/Startup Founder
S1997,Electronics,Prefer not to say,23,50,45,45,3,0,3,3,7,5,6,4,IoT,,,,,,,,,,,,,7,7,2,6,5,4,6,3,7,8,4,8,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S1998,Electronics,Female,20,50,45,45,3,1,3,3,3,6,2,4,Embedded Systems,,,,,,,,,,,,,10,3,10,2,3,4,4,3,6,1,9,7,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1999,CS/IT,Prefer not to say,18,50,47,45,1,1,5,2,5,5,5,5,Web Development,7,2,3,10,7,3,4,7,2,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S2000,Electronics,Female,21,50,45,45,2,0,2,3,6,3,3,4,VLSI,,,,,,,,,,,,,6,7,5,7,7,2,10,5,5,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S2001,CS/IT,Female,25,50,45,45,4,1,3,3,5,3,6,7,Web Development,7,7,5,4,7,9,8,5,4,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S2002,Electronics,Female,19,51,52,53,3,1,4,1,6,4,7,7,Embedded Systems,,,,,,,,,,,,,10,7,9,6,4,2,3,10,5,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S2003,Mechanical,Prefer not to say,25,50,45,45,1,0,4,2,5,2,6,3,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,8,9,7,3,1,3,4,4,7,9,6,1,,,,,,,,,,,,,Automobile Engineer
S2004,Commerce,Prefer not to say,20,50,45,45,3,1,3,2,4,4,3,6,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,6,3,7,8,4,4,2,4,4,4,Financial Analyst
S2005,Electronics,Prefer not to say,21,50,45,45,3,0,2,2,6,4,4,3,Robotics,,,,,,,,,,,,,6,7,3,5,7,3,9,3,6,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S2006,Commerce,Prefer not to say,24,50,45,49,3,1,5,3,3,2,6,6,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,9,3,9,5,4,10,4,2,5,6,Business Analyst
S2007,CS/IT,Female,24,50,45,45,4,0,2,3,4,4,3,5,Coding,8,3,5,3,8,4,4,7,2,9,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S2008,Commerce,Male,20,50,45,45,2,1,4,3,3,5,4,6,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5,9,8,6,7,8,4,3,3,7,Entrepreneur/Startup Founder
S2009,Mechanical,Prefer not to say,19,50,46,45,2,1,5,2,6,3,6,7,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,7,6,4,7,5,9,4,7,7,,,,,,,,,,,,,Manufacturing Engineer
S2010,Commerce,Male,22,50,45,45,3,0,2,3,4,2,3,2,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,10,5,2,8,2,3,5,4,4,2,Financial Analyst
S2011,Commerce,Prefer not to say,25,50,46,48,3,1,3,2,3,5,5,6,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,8,6,4,10,5,8,8,2,3,3,Data Analyst (Business)
S2012,Mechanical,Prefer not to say,23,50,45,56,1,1,4,3,5,6,6,7,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5,8,7,7,4,5,8,7,8,8,,,,,,,,,,,,,Manufacturing Engineer
S2013,Electronics,Prefer not to say,20,50,45,45,1,1,3,1,6,6,5,6,Telecommunications,,,,,,,,,,,,,10,5,1,3,10,4,5,4,4,8,4,6,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S2014,Commerce,Male,24,50,45,45,3,0,5,1,6,3,2,6,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,5,4,7,5,10,4,4,3,9,6,HR Manager
